Sentence,Source,Published_Date
"Shark Tank India judge Anupam Mittal’s career advice for Gen Z: ‘If you’re not feeling it, move’ Times of India.",https://news.google.com/rss/articles/CBMigwJBVV95cUxPdTlvYTctVVBXaGdETDBLcDJmOHdBSlFjbWVhR2hxdmhqODYzVDFVX01qRENaY2RWRFgyUXdYVG0yNF9HVUktWTdweXV0SDNPUjZSRThBOWZ1SGJhM0JWNndaZHdhbHlxbDJZZEFfRDh5blVPeVZDY0pwUmVRbWhyMlRhX2ZqbmNJZTlUT01oSTZGMjlTejdwOEU0REdnOERZUTA4alVlaTFoaHFZZ2ZoTFBPblNLQlZoejNqOURLdUNzVnNrWGZTQjhkc253VUlFRDJGY1IxTlJ2bkl5NFpsMlA2V01HMG4zQWFDMnhFdndnYmtocmJrWDJkcVBQRExIU3hv0gGIAkFVX3lxTE1zb0VtVXltS056b3VjaUFPelR5cEU2TnhURHR6S0Y3aU5sOUd0eC1GM3l2d3p4aFpKaV9wa3Z5MHlJeFJCRVpTNUFmSXRsQUx5TVV6MU1PS3JDeGxtZWNQWC0tZ0s0VHJVaHdMaHc4N3pHR3lVczZWNnRIdEM5N2Z4WEJyTjRWN0JJTC1Xc1dQaFhwa21UQ2lrR29xRlRhN1Yzbm5wWU9RUHpzd2RfQzNNUXhhdjk4dHBpX1k3Qi02NE5Sc3lxdy15NEYwdm9kZ054RWxmRmdqdnZBSHFMZWE3RGQyODBhcHlQRUNpcDgwUFdtVU5UbDg2NjdlN2xmMXdpYkZhZzk0eQ?oc=5,2026-02-03
"Anupam Mittal Says ""Stop Shaming"" Gen Z For Frequent Job Switching, Shares ""Right Strategy"" - NDTV.",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPZzNEbzFYYkxkYmh3cUZwdC1PNGlia25mM1I2OHJLS1lJYUhud3NtbjZMM1FQQnRxaVRtMGdBN3ZZSzJ5NDRBOVNBVHN2SVJTM0NkQ1dDZm1IQnlVaWJkRXo4QlNlMkdhWHA4UXRyOVNOd0tpYkxMX0drNE90dDJyejlxeUpwN1F4QnkwTmRhS2ZDaWNWZ0VrWVE4VG1sQXFNcFpxUkJwMEQzUURqMVFXYm4zVzNxVG5ZZlR5a1JkempyUdIBygFBVV95cUxNUlpCTzlvOEt0UldrckNzODBSUGc1dU55UTloMk1mTGpuaHhBN0lrQjFtUVRrcURoQ3p1QUh0aFY1c0VVbjdzWWlYdFpxYzQ1S0tGRDJULVNqNEViclRnVjNjMHNBN3IxNl9RS0x4S2Q5QTlHbzlUcER1a05aZmtqOTR2cGpKQWptYjlMTVJvai1WUzNVcXNlZmdSUzBkcWxwZ3pNYm1DMW1rcDZ4MVhNRDJsZUNxam02RDV6eWVyZUZtRWhzaEllQ1lB?oc=5,2026-02-03
"Anupam Mittal Says ""Stop Shaming"" Gen Z For Frequent Job Switching, Shares ""Right Strategy"" NDTV.",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPZzNEbzFYYkxkYmh3cUZwdC1PNGlia25mM1I2OHJLS1lJYUhud3NtbjZMM1FQQnRxaVRtMGdBN3ZZSzJ5NDRBOVNBVHN2SVJTM0NkQ1dDZm1IQnlVaWJkRXo4QlNlMkdhWHA4UXRyOVNOd0tpYkxMX0drNE90dDJyejlxeUpwN1F4QnkwTmRhS2ZDaWNWZ0VrWVE4VG1sQXFNcFpxUkJwMEQzUURqMVFXYm4zVzNxVG5ZZlR5a1JkempyUdIBygFBVV95cUxNUlpCTzlvOEt0UldrckNzODBSUGc1dU55UTloMk1mTGpuaHhBN0lrQjFtUVRrcURoQ3p1QUh0aFY1c0VVbjdzWWlYdFpxYzQ1S0tGRDJULVNqNEViclRnVjNjMHNBN3IxNl9RS0x4S2Q5QTlHbzlUcER1a05aZmtqOTR2cGpKQWptYjlMTVJvai1WUzNVcXNlZmdSUzBkcWxwZ3pNYm1DMW1rcDZ4MVhNRDJsZUNxam02RDV6eWVyZUZtRWhzaEllQ1lB?oc=5,2026-02-03
Anupam Mittal defends Gen Z job-hopping as ‘career dating’ but warns of one mistake that kills leadership dreams - The Indian Express.,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOZ3FtTmxDQ29CcVQyVHh1b2pZUFJMUkFGTUttVXFPaGgzNFFyT1puclZwMjBYRG5sbTRzX0FQNko1cVVQVHdQTllQMnVpbTZWSjhabGJLNTVoclA4MVJ3bmo1VHpFUERkSmJKdGlsR3MyN0RFSlpVX0ZLZHVGdDFCbHRLOE9ORFpkNDdaMDZGdGp4WlY3VWxxdDNOdS1DQTJPcWxoejZvTnJrYjlmZjVVZkUtU1YzTjI1U3NGdWZpU3dtZ3Fkd1ZKa1JqSmg3OHNiY2fSAdgBQVVfeXFMTUg0Q09zVFBTbi1Oc1JzS0l1cVE4aldtVnNmTDFONXdFV242QlJqY1RWTC1zNVQwX3Z4Yk13VVRSdmFLR3U2ZkdvTENsaFRXclRYNXR4VHpSNndUZVJLckxueHVwbkxnMGJIREo0T3JPV0dXUUNIOGFVQnN0QjRfMnB5dmpzVzVUTy1HOFZpRkJ4NjdNczViTkVQV3pMbFBDdGx2R1lnU201RmF0OWQ2bzF5eG5ObTE0MXJRX05ndmgwVFlnNjBoV3lPUFBhMFNlWU83dG1RNnB5?oc=5,2026-02-03
Anupam Mittal defends Gen Z job-hopping as ‘career dating’ but warns of one mistake that kills leadership dreams The Indian Express.,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOZ3FtTmxDQ29CcVQyVHh1b2pZUFJMUkFGTUttVXFPaGgzNFFyT1puclZwMjBYRG5sbTRzX0FQNko1cVVQVHdQTllQMnVpbTZWSjhabGJLNTVoclA4MVJ3bmo1VHpFUERkSmJKdGlsR3MyN0RFSlpVX0ZLZHVGdDFCbHRLOE9ORFpkNDdaMDZGdGp4WlY3VWxxdDNOdS1DQTJPcWxoejZvTnJrYjlmZjVVZkUtU1YzTjI1U3NGdWZpU3dtZ3Fkd1ZKa1JqSmg3OHNiY2fSAdgBQVVfeXFMTUg0Q09zVFBTbi1Oc1JzS0l1cVE4aldtVnNmTDFONXdFV242QlJqY1RWTC1zNVQwX3Z4Yk13VVRSdmFLR3U2ZkdvTENsaFRXclRYNXR4VHpSNndUZVJLckxueHVwbkxnMGJIREo0T3JPV0dXUUNIOGFVQnN0QjRfMnB5dmpzVzVUTy1HOFZpRkJ4NjdNczViTkVQV3pMbFBDdGx2R1lnU201RmF0OWQ2bzF5eG5ObTE0MXJRX05ndmgwVFlnNjBoV3lPUFBhMFNlWU83dG1RNnB5?oc=5,2026-02-03
Millennials and Gen Z Face Rising Rates of Psychosis and Schizophrenia - Times Now.,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQTEdtVnhyaEo4VV9qcVl4MWJ3eV9CanRseXJINXA4UUI3WnFpM1BEY3lUTEYxMG4tUXR0RHpmNHhFbXhLcXczS2ljZUlUUGRTMDEyb0JXOWJiSWhPakdzVDZOMVJKZm5lUENreXpRYUtwdmVyVVZWbklldmc1azFvS1lCa3RCaFE3cVltN0ZQbkQ0QW9FUmVPOHlEYmFIRURsSmpQeHctUnB5RTRic2ZBSVU3dWpqaGw1OVY3US1UakpGQdIBxwFBVV95cUxNQ3NQUlBYM3BTNW8zclEwUWZkTkdsSHp6UHp0N2ZJMGcyd0U3SUVvQXE2bS1heW5CSHNkVzJpRFpJZ1ZfQnY3WUJvOGJJaFZCZFhnbk05d2pxMG5PbWpaYWllSVRyakNsNzdOaHBkYUNlUkJzRnlnTC1hYWdxQTc2SDEwWjlwVWk4ZW10R0F1NUMxQ1RVLWFyc1FqY2J6RXBfN0swOWl4dFlEcDV4YXpjMzVTR2ZrMEN0S3hYamZ4ZDJpRWp1N1Mw?oc=5,2026-02-03
Millennials and Gen Z Face Rising Rates of Psychosis and Schizophrenia Times Now.,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQTEdtVnhyaEo4VV9qcVl4MWJ3eV9CanRseXJINXA4UUI3WnFpM1BEY3lUTEYxMG4tUXR0RHpmNHhFbXhLcXczS2ljZUlUUGRTMDEyb0JXOWJiSWhPakdzVDZOMVJKZm5lUENreXpRYUtwdmVyVVZWbklldmc1azFvS1lCa3RCaFE3cVltN0ZQbkQ0QW9FUmVPOHlEYmFIRURsSmpQeHctUnB5RTRic2ZBSVU3dWpqaGw1OVY3US1UakpGQdIBxwFBVV95cUxNQ3NQUlBYM3BTNW8zclEwUWZkTkdsSHp6UHp0N2ZJMGcyd0U3SUVvQXE2bS1heW5CSHNkVzJpRFpJZ1ZfQnY3WUJvOGJJaFZCZFhnbk05d2pxMG5PbWpaYWllSVRyakNsNzdOaHBkYUNlUkJzRnlnTC1hYWdxQTc2SDEwWjlwVWk4ZW10R0F1NUMxQ1RVLWFyc1FqY2J6RXBfN0swOWl4dFlEcDV4YXpjMzVTR2ZrMEN0S3hYamZ4ZDJpRWp1N1Mw?oc=5,2026-02-03
"Sonam Wangchuk Was Instigating Nepal-Like Gen-Z Protest, Gandhian References Just Facade : Centre To.",https://news.google.com/rss/articles/CBMi6AFBVV95cUxNbmJCX3JnZ1lSMV9LdHp5SWFCWUdmM0YxTjgzbTA4SVh3dGI1OFRVaW5IUjR0SXR4MkpvTE5XUEpVSVFYQ2pQTXM0NFg2RUs2azZYZ2hLWEMwNmdvb0RPeU1mdGp0clU2c3hBdExVNVFEVmhOS1l5dW90cElhbUQ1WmRJYVR6WmFkcWVnWlBXTk1TVmE1akswQWtBa3VGUURmZE5INnlwZnFaazc4U3pqTFpRZDJCSXdZS2d5M0NIaGVUNDFCWEhOcHBocXFTWExJLTRSRHpETEhYekc2d1Y2NG9mRHE1Y3p30gHuAUFVX3lxTE8yRldHLTFPNzlKbEZMQVVZb3NyMnZieUFiOC1vZnptd3RjWUwxZXV4aTNfcGllLUVMbW5JcDBKQ01Pb3U2Mzl5YUtZaVFyeDI1U0g2NGg0eUhTYnpIclROdUhDS1RrRjc4RE5IM19kNTFnZlJXQXlUeGpCWW5nSmFJelBGTDBJaktoREdVVmZUMjRyUk5qbE1OUFBfRFZKdnhQWnEtdWNGTnBTNDM0emFrRzJ2a2xpdS1PMGZmTDctVWM2Z0h4eDltNnVRbmtsTG9CbFZsREI2aWMxZWlBQnBKS1FZR185cFB2b0w5d0E?oc=5,2026-02-02
'Sonam Wangchuk tried to provoke Gen Z': Centre's massive 'Nepal-Bangladesh' charge in Supreme Court - Times of India.,https://news.google.com/rss/articles/CBMi-wFBVV95cUxPS3kxMU9lalpmZmJCSDYtaENueDBCVGR5UWFkMGRxYjI0Sl9ETkw4Z056UmctNmRjdWdWemFDS0NxZG4yQWFwaE9MNFVORk56Y3BJT1N6QXR3RzZWY1A3dGZ1UDlYRmF1SnVhWm5SSU9fNEtFTlRHWlF2SnZEanVJTFBfRjkxQzAwc1hyeTJfMTdvWXY4aUsyQ3F3NFVQak9xaTZoalpMUkROc1lmQ1ZTZ2h4bUZZQ1NmZ1FhR2VTRzdRX1FfbVI2N1ZLZWhWNlR1RENPSmFuZkZlNHJPU2NNakQtMmEydTd4T2w5WGs3aHFFcTZUNkszdUFXY9IBgAJBVV95cUxOMkViWktURzRzQlZwbVN0WmZMN1F1RHdhVVJLY0ZDTTRPVU8zREhnOWVoTkRWTndXRjBpU2ZBcG4yRVRyYkdJdUtkX0NrQk1RRE15MVRIWnM3dEhLSlMtOVdSbFF4eHdwN1IxQUdpOEVDWlYxVllkUjBVS3ZxTEZSdWViYTc2VWJMWDVaTngtdUlLSFVMbFN1US1UellQaU1TNHVnTXRYcXVaZWVLamJ4VUJOcTc3Uk1KOEo0b1NSR21vNmtvakdiUDJYWmU1cU44SUQ4YTEzQWJLX2tjaExuTUwzZFBDMi1xUWFuVGNWMmRoYmd4SkN1YjdGRkNBd1JM?oc=5,2026-02-02
'Sonam Wangchuk tried to provoke Gen Z': Centre's massive 'Nepal-Bangladesh' charge in Supreme Court Times of India.,https://news.google.com/rss/articles/CBMi-wFBVV95cUxPS3kxMU9lalpmZmJCSDYtaENueDBCVGR5UWFkMGRxYjI0Sl9ETkw4Z056UmctNmRjdWdWemFDS0NxZG4yQWFwaE9MNFVORk56Y3BJT1N6QXR3RzZWY1A3dGZ1UDlYRmF1SnVhWm5SSU9fNEtFTlRHWlF2SnZEanVJTFBfRjkxQzAwc1hyeTJfMTdvWXY4aUsyQ3F3NFVQak9xaTZoalpMUkROc1lmQ1ZTZ2h4bUZZQ1NmZ1FhR2VTRzdRX1FfbVI2N1ZLZWhWNlR1RENPSmFuZkZlNHJPU2NNakQtMmEydTd4T2w5WGs3aHFFcTZUNkszdUFXY9IBgAJBVV95cUxOMkViWktURzRzQlZwbVN0WmZMN1F1RHdhVVJLY0ZDTTRPVU8zREhnOWVoTkRWTndXRjBpU2ZBcG4yRVRyYkdJdUtkX0NrQk1RRE15MVRIWnM3dEhLSlMtOVdSbFF4eHdwN1IxQUdpOEVDWlYxVllkUjBVS3ZxTEZSdWViYTc2VWJMWDVaTngtdUlLSFVMbFN1US1UellQaU1TNHVnTXRYcXVaZWVLamJ4VUJOcTc3Uk1KOEo0b1NSR21vNmtvakdiUDJYWmU1cU44SUQ4YTEzQWJLX2tjaExuTUwzZFBDMi1xUWFuVGNWMmRoYmd4SkN1YjdGRkNBd1JM?oc=5,2026-02-02
"Centre accuses Sonam Wangchuk of inciting Bangladesh, Nepal-like Gen-Z stir in Ladakh | India News - Hindustan Times.",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQZUNSU0l6UlBCUEtLZzgxZFU1ZXlaZ05wOVNaMjVNakZuby1tWHVUZ1k5S05kTjJNQVl6MGFYdWhYams1Vl9iN09iT3VPQ2RJRVVCWEkwU1FmS2NiSkdLQXpFM3pZX1UyeEtiRjg1TDRReENtMmFyNVI0Nld5V2E4R2hKLXdma1JPU3h6eWZlZ3BxLWRzM2VRbkpOeXRqeW40dWVaSnN6Z0dqN2xLaUV0ekJZOVFsVUQ3YkJKeFVpd0JveFAyMUhDdWRUTGhVTFFaaEQ1eThGZmlUUGlRRGZZatIB5gFBVV95cUxQa251OGRtN2NFS1o3ZWtuQ0hSRGtJLXBjbmUySW9Ya2s3bVlwbUFhWUx1a283RVRmMVRzYWtyNjNmZnY2X3pZdXUxOW1SMFkzUGs5V3FWendiZk9nYUdQaDJ1WnJNR1M1cTVzYXFleTNZWXRNVDJJb2pVYWt4NXZtVkRsb01vb2s0RmN3YjRyTWVLUkpCRlNaSE1scmpZMHhiSVM5d19zX2xwbV9SQVpmVG1wVmxxbnRxOTlva0lxcjhIMWJ5VDBtTFB6a29iVmRCa0w1bEZRM25pTDkxTWNsWEJEa0Judw?oc=5,2026-02-02
"Centre accuses Sonam Wangchuk of inciting Bangladesh, Nepal-like Gen-Z stir in Ladakh | India News Hindustan Times.",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQZUNSU0l6UlBCUEtLZzgxZFU1ZXlaZ05wOVNaMjVNakZuby1tWHVUZ1k5S05kTjJNQVl6MGFYdWhYams1Vl9iN09iT3VPQ2RJRVVCWEkwU1FmS2NiSkdLQXpFM3pZX1UyeEtiRjg1TDRReENtMmFyNVI0Nld5V2E4R2hKLXdma1JPU3h6eWZlZ3BxLWRzM2VRbkpOeXRqeW40dWVaSnN6Z0dqN2xLaUV0ekJZOVFsVUQ3YkJKeFVpd0JveFAyMUhDdWRUTGhVTFFaaEQ1eThGZmlUUGlRRGZZatIB5gFBVV95cUxQa251OGRtN2NFS1o3ZWtuQ0hSRGtJLXBjbmUySW9Ya2s3bVlwbUFhWUx1a283RVRmMVRzYWtyNjNmZnY2X3pZdXUxOW1SMFkzUGs5V3FWendiZk9nYUdQaDJ1WnJNR1M1cTVzYXFleTNZWXRNVDJJb2pVYWt4NXZtVkRsb01vb2s0RmN3YjRyTWVLUkpCRlNaSE1scmpZMHhiSVM5d19zX2xwbV9SQVpmVG1wVmxxbnRxOTlva0lxcjhIMWJ5VDBtTFB6a29iVmRCa0w1bEZRM25pTDkxTWNsWEJEa0Judw?oc=5,2026-02-02
Gen Z: anti-alcohol or anti-boring brands.,https://news.google.com/rss/articles/CBMijAFBVV95cUxPdXFOLVNrQzlZZzlhTHpGSE1TUzNybTFSTnRad2ltVEhvaUtTRHoyV0UySG1RTnBNYUhTTU12ZGE4SXBuNVg0NTNKWDdQYVRNRkhmLUFxQ3E4VXZkbDQ1NHp2MFlJdHMtOENPbGNHdzJMSXNxUm15VWl1LS00bElfU2ZqYXRoV1ZuWkRtRQ?oc=5,2026-02-03
